company name,continent,country,address,email,phone,fax
Data Collect s. r. o.,Europe,Czech-Republic,Geologicka 575/2 152 00 Prague 5 Czech Republic        ,info@datacollect.cz,Phone: +420-225-020.010,Fax: +420-225-020.011
Opinion Window,Europe,Czech-Republic,Jeremenkova 53 U Kublova 1 147 00 Prague 4 Czech Republic        ,info@opw.cz,Phone: +420-2-6121.0533,Fax: +420-2-6122.5307
NMS Market Research,Europe,Czech-Republic,U Nikolajky 13 150 00 Prague 5 Czech Republic       ,info@nms.cz,Phone: +420 222 351 611,
"NORSTAT Baltic (Estonia, Latvia, Lithuania)",Europe,Estonia,Joe 3 10151 Tallinn Tallinn Estonia        ,info@norstat.ee,Phone: 372 680 8955,Fax: 372 680 8956
Kantar Emor,Europe,Estonia,Tammsaare Business Centre A.H. Tammsaare tee 47 11316 Tallinn Estonia        ,emor@emor.ee,Phone: 372 626 8500,Fax: 372 626 8501
Taloustutkimus Oy,Europe,Finland,Lemuntie 9 FI-00510 Helsinki Finland        ,postmaster@taloustutkimus.fi,Phone: +358-10-758.511,Fax: +358-9-7585.1200
Kuulas Helsinki / Business Science Helsinki,Europe,Finland,Bulevardi 14 A 00120 Helsinki Finland       ,contact@kuulas.fi,Phone: +358415282548,
IROResearch Oy,Europe,Finland,Kansakoulukatu 1A 64 Helsinki Finland        ,markku.martikainen@iro.fi,Phone: +358-9-774.0600,Fax: +358-9-7740.6060
Inspirans Ltd.,Europe,Finland,Annankatu 24 00100 Helsinki Finland        ,firstname.lastname@inspirans.fi,Phone: +358-9-684.4340,Fax: +358-9-684.43440
NORSTAT Finland,Europe,Finland,Aleksanterinkatu 48 A 00100 Helsinki Finland       ,info@norstat.fi,Phone: +358 2 529 8080,
M3 Research part of Bilendi,Europe,Finland,Yrjonkatu 34 A 12 00100 Helsinki Finland       ,ja@m3research.com,Phone: +35 8 50 349 7543,
Oy Sailer Research &amp; Development Ltd.,Europe,Finland,Kulmakatu 7 C 63 00170 HELSINKI Finland       ,info@sailer.fi,Phone: +358 44 0700828,
Kantar TNS / TNS Gallup Oy,Europe,Finland,Miestentie 9 C 02150 Espoo Finland        ,tnsfinland@tnsglobal.com,Phone: 358 961 3500,Fax: +358 9 613 50 510
ResearchCenter Ltd. - KutatoCentrum,Europe,Hungary,Árpád Fejedelem útja 79. 1036 Budapest Hungary        ,request@kutatocentrum.hu,Phone: 361 373 0936,Fax: 361 373 0954
Medián Opinion &amp; Market Research Ltd.,Europe,Hungary,Szépvölgyi út 52. 1025 Budapest Hungary        ,median@median.hu,Phone: 361 250 4322,Fax: 361 250 4346
STRAKETING,Europe,Hungary,Ruszti út 1 1022 Budapest Hungary        ,straketing@straketing.hu,Phone: 361 225 1340,Fax: 361 214 7866
IMAS International,Europe,Hungary,IMAS International Lajos U. 78 1036 Budapest Hungary        ,imashun@imas.hu,Phone: 361 315 1506,Fax: 361 315 0905
MASMI Hungary,Europe,Hungary,Váci út 76. 1133 Budapest Hungary       ,masmi-hungary@masmi.com,Phone: 361 470 4070,
GfK in Hungary,Europe,Hungary,"Wesselényi utca 16 A. épület, IV. emelet 1077 Budapest Hungary        ",hu@gfk.com,Phone: 361 452 3050,Fax: 361 320 1776
MMR - Market and Media Research Ltd,Europe,Iceland,Ármúla 32 108 Reykjavík Iceland        ,olafur@mmr.is,Phone: 354 578 5600,Fax: 354 578 5619
Gallup Iceland,Europe,Iceland,Álfheimar 74 104 Reykjavík Iceland        ,einar.einarsson@capacent.is,Phone: 354 540 1000,Fax: 354 540 1099
Behaviour &amp; Attitudes Limited,Europe,Ireland,Milltown House Milltown Road Dublin 6 Ireland        ,info@banda.ie,Phone: +353-1-205.7500,Fax: +353-1-205.7522
iReach Insights,Europe,Ireland,"Temple Hall, Temple Road Blackrock Co. Dublin Leinster Ireland        ",oisin.byrne@ireach.ie,Phone: +353 012143740,Fax: +353 012108562
RED C Research &amp; Marketing Ltd,Europe,Ireland,7 The Seapoint Building Clontarf Road 3 Dublin Ireland        ,info@redcresearch.ie,Phone: +353-1-818.6316,Fax: +353-1-818.6328
Ipsos MRBI,Europe,Ireland,"Block 3, Blackrock Business Park, Carysfort Avenue, Blackrock Co. Dublin Ireland        ",mrbi@ipsos.com,Phone: +353-1-4389000,Fax: +353-1-278.1022
TNS Latvia,Europe,Latvia,Kronvalda bulv. 3-2 LV -1010 Riga Latvia        ,tns@tns.lv,Phone: +371-6709.6300,Fax: +371-6709.6314
FACTUM,Europe,Latvia,Terbatas Str. 53-6 LV-1011 Riga Latvia        ,info@factum.lv,Phone: +371-6721.7554,Fax: +371-6721.7560
Latvian Facts,Europe,Latvia,Bruninieku 8a - 5 1010 Riga Latvia        ,latfacts@latfacts.lv,Phone: 371 731 4002,Fax: 371 727 4936
Market Research Center RTC,Europe,Lithuania,Sporto g. 11 Vilnius Lithuania       ,mindaugas@rtcentras.lt,Phone: +37061006640,
Nielsen,Europe,Lithuania,A. Juozapaviciaus Street 6/2 09310 Vilnius Lithuania        ,esomar@nielsen.com,Phone: +370-5-273.4145,Fax: +370-5-273.4146
"RAIT Group (Estonia, Latvia, Lithuania)",Europe,Lithuania,"Laisves av. 60, 14 fl. Vilnius Lithuania        ",info@raitgroup.com,Phone: +370-5-269.1247,Fax: +370-5-269.1248
Baltic Surveys,Europe,Lithuania,Smolensko str. 10A LT03201 Vilnius Lithuania        ,info@baltic-surveys.lt,Phone: +370-5-212.0104,Fax: +370-5-212.7145
SIC Social Information Centre,Europe,Lithuania,UpÄs 21 08128 Vilnius Lithuania        ,info@sic.lt,Phone: +37052054525,Fax: +37052054501
MKS International Market Research &amp; Consultancy SARL,Europe,Luxembourg,"13, Rue des Caves L-5404 Bech-Kleinmacher Luxembourg        ",International@MKS-Research.com,Phone: +352-267.071,Fax: +352-2670.7130
TNS ILReS,Europe,Luxembourg,"46, Rue du Cimetière 1338 Luxembourg Luxembourg        ",research@tns-ilres.com,Phone: +352-49929-1,Fax: +352-49929-5555
IPSOS Macedonia,Europe,Macedonia,IPSOS dooel Skopje Kairska 31 1000 Skopje Macedonia        ,gjorgji.mitrevski@ipsos.com,Phone: +389-2-309.2720,Fax: +389-2-309.2721
Market Vision,Europe,Macedonia,Kozle br. 8 1000 Skopje Macedonia        ,pgeorgievski@mvision.com.mk,Phone: +38-923296062,Fax: +38-923296063
MISCO International Ltd.,Europe,Malta,"1st Floor, Fino Buildings Notabile Road BKR3000 Mriehel BKR Malta        ",info@miscomalta.com,Phone: +356-212-20303,Fax: +356-212-47512
Bloom Research,Europe,Malta,91-92 Level 3 Psaila Street BKR 9073 Birkirkara Malta       ,info@bloomresearch.com,Phone: +356-20905100,
Marketing Advisory Services,Europe,Malta,"217/1, 21st September Avenue NXR1013 Naxxar Malta        ",info@marketingadvisoryservices.com,Phone: +35627013002,Fax: +35627013005
Norfakta Markedsanalyse AS,Europe,Norway,Kjøpmannsgata 5 7013 Trondheim Norway        ,norfakta@norfakta.no,Phone: 477 384 5500,Fax: 477 384 5501
Faktum Markedsanalyse A/S,Europe,Norway,PB 210 Nordlivn. 5 A 1419 Oppegard Norway        ,post@faktumanalyse.no,Phone: 476 699 2958,Fax: 476 699 1418
Prognosesentert AS,Europe,Norway,Sjølyst plass 4 0278 Oslo Norway       ,ps@prognosesenteret.no,Phone: 472 411 5880,
NORSTAT Norway,Europe,Norway,Fridtjof Nansens Plass 2 0160 Oslo Norway        ,info@norstat.no,Phone: 472 130 0300,Fax: 472 130 0333
Ipsos MMI,Europe,Norway,Christian Krohgsggt 1 PB 9143 Gronland 0133 Oslo Norway        ,firmapost.norge@ipsos.com,Phone: 472 295 4700,Fax: 472 295 4701
EPINION - Norway - Research &amp; Insights,Europe,Norway,Biskop Gunnerus Gate 2 0155 Oslo Norway       ,contact@epinionglobal.com,Phone: 479 711 7350,
MOODS QUALITATIVE RESEARCH AS,Europe,Norway,Universitetsgata 14 0164 Oslo Oslo Norway       ,post@moodsresearch.no,Phone: 479 069 2216,
Respons Analyse,Europe,Norway,Postboks 1911 Nordnes 5817 Bergen Norway        ,post@responsanalyse.no,Phone: 475 560 7000,Fax: 475 560 7001
Opinion AS,Europe,Norway,Vulkan 16 0178 Oslo Norway        ,post@opinion.no,Phone: 472 130 0400,Fax: 472 130 0444
EMBS Group,Europe,Poland,Al. Sosnowa 2A 30-224 Krakow Poland        ,info@embs-group.com,Phone: 0048 12 376 8740,Fax: +481-23768750
Market Research Centre INDICATOR,Europe,Poland,ul. ?wi?tojerska 5/7 00-236 Warsaw Poland        ,indicator@indicator.pl,Phone: +48-22-595.1.595,Fax: +48-22-595.1.596
SODA,Europe,Poland,al. Jerozolimskie 85/21 02-001 Warszawa Poland       ,info@soda-imr.com,Phone: +48-22-389-65-15,
MASMI Poland,Europe,Poland,"Oxford Tower 26th Floor, Office 60 Chalubinskiego 8 00-613 Warsaw Poland        ",masmi-poland@masmi.com,Phone: +48-22-292.82.97,Fax: +48-22-292.82.97
NORSTAT Poland,Europe,Poland,Polna 3A/27 00-622 Warszawa Poland        ,info@norstat.pl,Phone: +48-22-244.13 45,Fax: +48-22-244.13.47
Inquiry Market Research,Europe,Poland,Hajoty 61 01-821 Warsaw Poland        ,info@inquiry.com.pl,Phone: +48 22 832 51 50,Fax: +48-22-561.9251
GfK in Poland,Europe,Poland,2 Ludna Street 00-406 Warsaw Poland        ,pl@gfk.com,Phone: +48-22-434.1000,Fax: +48-22-434.1010
BCMM - market research Ltd,Europe,Poland,23 Kosciuszki Street 40-048 Katowice Poland        ,bcmm@bcmm.com.pl,Phone: +48-322.515.300,Fax: +48-322.571.797
IMAS International,Europe,Poland,al. Armii Krajowej 50-541 Wroclaw Poland        ,imas@imas.pl,Phone: +48-71-7710800,Fax: +48-717710801
IPSOS Sp. z o.o.,Europe,Poland,Domaniewska 34 a Ambassador Building 02-672 Warsaw Poland       ,info.poland@ipsos.com,Phone: +48 22 448 77 00,
ASM Market Research and Analysis Centre ltd.,Europe,Poland,5 Grunwaldzka street 99-300 Kutno Poland        ,agnieszka.kowalska@asm-poland.com.pl,Phone: +48243557754,Fax: +48243557700
ABR SESTA Sp. z o.o.,Europe,Poland,Łucka 7/9 00-842 Warsaw Poland        ,office@abrsesta.com,Phone: +48-22-3226500,Fax: +48-22-3226501
IQS Sp.zo.o,Europe,Poland,37 Francuska Street - 03-905 Warsaw - Poland        ,kontakt@grupaiqs.pl,Phone: +48225926300,Fax: +48228254870
ARC Rynek i Opinia Sp. z o. o.,Europe,Poland,ul. Slowackiego 12 01-627 Warsaw Poland        ,office@arc.com.pl,Phone: +48-22-584.8500,Fax: +48-22-584.5801
Stratega Poland,Europe,Poland,Equator II Business Centre Al. Jerozolimskie 96 00-807 Warsaw Poland       ,izabela.remba@stratega.pl,Phone: +48 22 275 56 49,
PBS Sp. z o.o.,Europe,Poland,Ul. Junaków 2 81-812 Sopot Poland        ,kontakt@pbs.pl,Phone: +48-58-550.6070,Fax: +48-58-550.6670
OksiJen Sp. z o.o.,Europe,Poland,UL. ZWIERZYNIECKA 10 M.19 31102 KRAKÓW Poland        ,oksana.pleskova@oksijen.eu,Phone: +380 50 504 63 97,Fax: +380 44 234 24 06
4P research mix Ltd,Europe,Poland,Pulawska 12A/5 02-566 Warsaw Poland        ,mail@4prm.com,Phone: +48 22 565 27 50,Fax: +48 22 565 27 60
ALMARES Ltd.,Europe,Poland,ul. Swietokrzyska 31/33a 00-049 Warsaw Poland        ,almares@almares.com.pl,Phone: +48-22-621.8218,Fax: +48-22-621.8819
CEM Market and Public Opinion Research Institute,Europe,Poland,ul. Syrokomli 10 30-102 Kraków Poland        ,cem@cem.pl,Phone: +48-12-637.5438,Fax: +48-12-638.6913
BlueOpinion,Europe,Portugal,"R. Passeio Alegre, 20 4150-570 Porto Porto Portugal       ",info@blueopinion.pt,Phone: +351 913927757,
Qmetrics SA,Europe,Portugal,Tr. da Trindade No 16- 2° D 1200-468 Lisbon Portugal        ,mail@qmetrics.pt,Phone: +351-21-322.0420,Fax: +351-21-322.0429
Netsonda,Europe,Portugal,Edifício Alto da Barra Av. das Descobertas 59F 4º Piso 2780-053 Oeiras Portugal        ,geral@netsonda.pt,Phone: +351214460392,Fax: +351214460394
"DATA E – Marketing Research, Business Consulting &amp; IT",Europe,Portugal,"Av. da Liberdade, 244-6º 1250-149 Lisbon Portugal        ",datae@datae.pt,Phone: +351-21-355.3280,Fax: +351-21-356.0951
Consulmark,Europe,Portugal,Av. Miguel Bombarda 1 - 5. Dto. 1000-207 Lisbon Portugal        ,main@consulmark2.pt,Phone: +351-21-384.9010,Fax: +351-21-384.9039
GfK in Portugal,Europe,Portugal,"R.Carlos Testa, 1-1° B 1050-046 Lisbon Portugal        ",gfk.portugal@gfk.com,Phone: +351 210 000 200,Fax: +351 210 000 290
Ipsos Apeme,Europe,Portugal,Av. Duque D'Avila 26 3º 1000-141 Lisbon Portugal        ,apeme@apeme.pt,Phone: +351-21-358.3480,Fax: +351-21-358.3528/9
Intercampus,Europe,Portugal,"Av. Antonio Augusto de Aguiar, 106-5º/6º 1050-019 Lisbon Portugal        ",master@intercampus.pt,Phone: +351-21-313.2700,Fax: +351-21-353.0676
Green Apple Research S.R.L.,Europe,Romania,"75-77 Buzesti, 9th floor, sector 1 011013 Bucharest Bucharest Romania       ",rfq@datadiggers-mr.com,Phone: +40-215897346,
MEDNET Marketing Research Center,Europe,Romania,"98 Turda St., Bldg. 29A, Section II, 8th floor, Ap. 24-25, 1st District 011333 Bucharest Romania        ",office@romednet.com,Phone: +40-21-224.0677,Fax: +40-21-224.0675
Field Insights CEE,Europe,Romania,"250 Basarabia Blvd., Titan Industrial Group Administrative Building, 2nd Floor Bucharest 3 Bucharest Romania        ",laurentiu_belu@fieldinsights.ro,Phone: +40-21-204.7600,Fax: +40-21-204.7604
MIA Marketing Institute Ltd,Europe,Romania,9 Arch. Stefan Burcus Sector 1 Bucharest Romania        ,office@romia.ro,Phone: +40 311078518,Fax: +40 311078518
Institutul Roman pentru Evaluare si Strategie - IRES,Europe,Romania,Calea Turzii 150 400495 Cluj-Napoca Cluj Romania        ,office@ires.com.ro,Phone: +40-364-710-701,Fax: +40-264-438-638
Novel Research,Europe,Romania,"118, Calea Victoriei Str, Etaj 6 Sector 1 010093 Bucharest Romania        ",office@novelresearch.ro,Phone: +40372135800,Fax: +40318163056
ORUS Marketing Srl,Europe,Romania,"Rosenthal 26, sector 1 011934 Bucharest Romania       ",info@orusmarketing.com,Phone: +40 (21) 3102860,
Mercury Research SRL,Europe,Romania,"16 Copilului, ground floor Sector 1 012178 Bucharest Romania        ",contact@mercury.ro,Phone: +40-21-224.6600,Fax: +40-21-224.6611
ISRA Center Marketing Research,Europe,Romania,"Vitan Center, 1st and 2nd floors, 23C Calea Vitan 031281 Bucharest Bucharest, sector 3 Romania        ",RFQ@ISRACENTER.COM,Phone: +40 21 326 6578/79,Fax: +40 21 326 6581
Mappers Consult SRL,Europe,Romania,33 Fluierului St. 021432 Bucharest Romania       ,oana.rengle@mappers.ro,Phone: +40-21-252.1863,
360insights,Europe,Romania,"siriului 22-26, sector 1, csda 014353 Bucharest Romania        ",panicos.christopoulos@360insights.eu,Phone: +40-21-527-01-01,Fax: +40-21-527-01-00
Intelligence d.o.o.,Europe,Serbia,Uciteljska 60 11050 Belgrade Serbia        ,info@intelligence.rs,Phone: +381-11-2886-106,Fax: +381-11-2342-771
Ipsos Strategic Marketing,Europe,Serbia,Gavrila Principa 8 11000 Belgrade Serbia        ,office@ipsos.com,Phone: +381-11-328.4075,Fax: +381-11-2626.430
MASMI Belgrade,Europe,Serbia,Balkanska 29/II 11000 Belgrade Serbia        ,masmi-belgrade@masmi.com,Phone: +381-11.339.0846,Fax: +381-11.339.0732
Open Source,Europe,Serbia,Trgovacka 6 11030 Belgrade Serbia        ,office@open-source.rs,Phone: 381-11-3030-000,Fax: 381-11-3030-444
Genuine Market Research,Europe,Serbia,Veljka Dugosevica 54 Naucno Tehnoloski Park Zvezdara 11000 Belgrade Serbia       ,info@genuinemr.com,Phone: +381 60 30 40 286,
Focus - Center for Social and Market Analysis,Europe,Slovakia,Grosslingová 37 810 00 Bratislava Slovakia        ,focus@gtinet.sk,Phone: +421-2-5293.1366,Fax: +421-2-5293.1378
IPSOS,Europe,Slovakia,Heydukova 12 811 08 Bratislava SK Slovakia        ,jakub.maly@ipsos-tambor.sk,Phone: +421-252-932.142,Fax: +421-252-932.143
Focus - Center for Social and Market Analysis,Europe,Slovakia,Grosslingová 37 810 00 Bratislava Slovakia        ,focus@gtinet.sk,Phone: +421-2-5293.1366,Fax: +421-2-5293.1378
ACRC s.r.o.,Europe,Slovakia,Kremnická 14 851 01 Bratislava Slovakia       ,info@acrc.sk,Phone: +421911706906,
KMG International,Europe,Slovakia,Kopcianska 14 PO Box 127 851 01 Bratislava Slovakia        ,info@kmg.sk,Phone: +421-2-6353.1505,Fax: +421-2-6353.1505
Aragon d.o.o. - Research &amp; Planning,Europe,Slovenia,Litostrojska 44c 1000 Ljubljana Slovenia        ,info@aragon.si,Phone: +386-1-547.1701,Fax: +386-1-547.1750
Mediana Institut for market and media research,Europe,Slovenia,Likozarjeva 3 1000 Ljubljana Slovenia        ,janja@mediana.si,Phone: +386-1-234.5150,Fax: +386-1-234.5176
Valicon,Europe,Slovenia,Kopitarjeva 2 1000 Ljubljana Slovenia        ,info@valicon.net,Phone: +386-1-420.4900,Fax: +386-1-420.4960
Ukrainian Marketing Project,Europe,Ukraine,"Suvorova 19a, 1 01010 Kiev Ukraine        ",info@ump.ua,Phone: +380-44-254.2252,Fax: +380-44-288.8298
Ltd. IMData,Europe,Ukraine,"Holosiivska Str.7, Block 1, Office 400 03039 Kyiv Ukraine       ",anna.rudenko@imdata.com.ua,Phone: +38 044 383 94 91,
FACTUM GROUP UKRAINE,Europe,Ukraine,"Shchorsa Str. 32-G, office 3 01133 Kiev Ukraine       ",office@factum-ua.com,Phone: +38-044-569-72-06,
Medical Data Management (MDM),Europe,Ukraine,"3 Surikova str., building 8-B, 5-th floor BC 03035 Kiev Ukraine        ",hq-mdm@mdmworld.com,Phone: +380 44 4960430,Fax: +380 44 4960431
InMind,Europe,Ukraine,"14, Vasylkivska St., office 505 03040 Kiev Ukraine        ",office@inmind.com.ua,Phone: +380-44-220.0042,Fax: +380-44-220.0042
MASMI Ukraine,Europe,Ukraine,"9-a, Lva Tolstogo Str. Entrance 1, 8th Floor 01004 Kiev Ukraine        ",masmi-ukraine@masmi.com,Phone: +380-44-207.0110,Fax: +380-44-207.0117
KIIS [Kiev International Institute of Sociology],Europe,Ukraine,8/5 Voloska St 04070 Kiev Ukraine        ,marketing@kiis.com.ua,Phone: +380-44-537.3376,Fax: +380-44-537.3376
GfK in Ukraine,Europe,Ukraine,"Office 601, 6th floor 34 Lesi Ukrainki Boulevard 01601 Kiev Ukraine        ",info.ukraine@gfk.com,Phone: +380-44-230.0260,Fax: +380-44-230.0262
Quest Mindshare,North America,Canada,238 Lakeshore Road E Oakville Canada        ,info@questmindshare.com,Phone: 1 416 860 0404,Fax: 1 416 860 0404
E.R.M.R. Inc.,North America,Canada,"7905 Cote St-Luc Road, #1407 H4V 2T1 Montreal QC Canada       ",elaine@ermr.net,Phone: 1 514 758 0854,
GfK in Canada,North America,Canada,5700 Explorer Drive Suite 104 L4W0C6 Mississauga Canada       ,ca@gfk.com,Phone: 1 905 277 2669,
GlobeScan Incorporated,North America,Canada,145 Front Street East Suite 102 M5A 1E3 Toronto ON Canada        ,insight@globescan.com,Phone: 1 416 962 0707,Fax: 1 416 920 3510
Environics Research Group Ltd.,North America,Canada,"33 Bloor Street East, Suite 900 M4W 3H1 Toronto ON Canada        ",research@environics.ca,Phone: 1 416 920 9010,Fax: 1 416 920 3299
ACCE Intl,North America,Canada,2575 Dunwin Drive L5L 3N9 Mississauga Ontario Canada        ,info@acceintl.com,Phone: 905 828 0493,Fax: 905 828 0499
Research Strategy Group Inc,North America,Canada,111 Queen Street East Suite 110 M5C 1S1 Toronto ON Canada        ,jimpeterson@rsginc.net,Phone: 1 416 928 1575,Fax: 1 416 928 1580
Decision Point Research Inc.,North America,Canada,5801 Yonge St Suite 1 Toronto Canada        ,info@decisionpointresearch.ca,Phone: 416 309 0454,Fax: 416 309 0031
Research &amp; Incite,North America,Canada,"209, Wicksteed Avenue,  Suite 51 M4G 0B1 Toronto Ontario Canada        ",info@riconsultants.com,Phone: 416 467 7101,Fax: 416 467 7648
Network Research Field Services,North America,Canada,1099 Kingston Road Suite 201 L1V 1B5 Pickering ON Canada        ,elaine@networkfield.com,Phone: 1 905 839 7635,Fax: 1 905 839 6937
Robin Cooper Research Group Inc.,North America,Canada,5694-4 Hwy 7 East #353 L3P 1B4 Markham ON Canada        ,r.cooper@robincooperresearch.com,Phone: 1 416 783 8818 ext 1,Fax: 1 905 201 9120
MBA Recherche,North America,Canada,"1470 Peel Street Suite 800, Tower B H3A 1T1 Montreal Quebec Canada        ",mbourbonnais@mbarecherche.com,Phone: 1 514 284 9644,Fax: 1 514 284 0668
"Leger, The Research Intelligence Group",North America,Canada,507 Place d'Armes Suite 700 H2Y 2W8 Montreal QC Canada        ,jmleger@leger360.com,Phone: 1 514 982 2464,Fax: 1 514 987 1960
"Burke, Inc.",North America,United-States-USA,500 West 7th Street 45203 Cincinnati OH United States (USA)        ,corporate@burke.com,Phone: 1 513 241 5663,Fax: 1 513 684 7500
3 Market Dimensions,North America,United-States-USA,333 So Grand Ave 25th Floor Los Angeles California United States (USA)        ,info@market-dimensions.com,Phone: 1 844 777 8100,Fax: 1 416 480 1500
Consensus Point,North America,United-States-USA,209 10th Ave S #112 37203 nashville Tennessee United States (USA)       ,info@consensuspoint.com,Phone: 1 877 230 8074,
"Garcia Research Associates, Inc.",North America,United-States-USA,1520 S Driftwood Dr 92264 Palm Springs United States (USA)       ,carlosg@garciaresearch.com,Phone: ,
SSI,North America,United-States-USA,6 Research Drive 06484 Shelton CT United States (USA)        ,info@surveysampling.com,Phone: 1 203 567 7200,Fax: 1 203 567 7367
MOODY’S ANALYTICS KNOWLEDGE SERVICES SOLUTIONS (US) INC.,North America,United-States-USA,"7 World Trade Center 250 Greenwich Street, 14th Floor 10007 New York New York United States (USA)        ",contact_maks@moodys.com,Phone: 091 124 4599 000,Fax: 091 124 4202 062
CoolTool Inc,North America,United-States-USA,1750 Montgomery St. FL1 94111 San Francisco California United States (USA)       ,hello@cooltool.com,Phone: 1 415 835 9433,
Bare Associates International,North America,United-States-USA,3702 Pender Dr #305 22030 Fairfax Virginia United States (USA)        ,barecorporate@bareinternational.com,Phone: 1 800 296 6699,Fax: 1 866 734 9309
Kadence International ( USA),North America,United-States-USA,1 Research Drive Suite 302 01581 Westborough MA United States (USA)        ,ojenkins@kadence.com,Phone: 508 620 3946,Fax: 1 508 620 1223
C &amp; C Market Research,North America,United-States-USA,1200 S. Waldron rd suite 138 72903 Fort Smith Arkansas United States (USA)        ,craig@ccmarketresearch.com,Phone: 1 479 785 5637,Fax: 1 479 785 5645
Quick Test/Heakin Research,North America,United-States-USA,"1061 East Indiantown Road, Suite 300 33477 Jupiter Florida United States (USA)        ",info@quicktest.com,Phone: 1 561 748 0931,Fax: 1 561 748 0931
"Russell Marketing Research, Inc.",North America,United-States-USA,One Meadowlands Plaza Suite 1001 07073 East Rutherford New Jersey United States (USA)        ,john.debiasio@russellresearch.com,Phone: 1 201 528 0303,Fax: 1 201 528 0210
Ipsos,North America,United-States-USA,1271 Avenue of the Americas 15th Floor 10020 New York NY United States (USA)        ,info@ipsos-na.com,Phone: 1 212 265 3200,Fax: 1 212 265 3790
Critical Mix,North America,United-States-USA,53 Riverside Ave 06880 Westport CT United States (USA)       ,simplify@criticalmix.com,Phone: 1 203 635 0260,
YouGov America,North America,United-States-USA,805 Veterans Blvd Suite 202 94063 Redwood City California United States (USA)        ,help.us@yougov.com,Phone: 1 650 462 8000,Fax: 1 650 462 8422
InSites Marketing Consulting Inc.,North America,United-States-USA,"30 East 39th Street, 3rd floor 10016 New York New York United States (USA)       ",info@insites-consulting.com,Phone: 1 646 386 9851,
"Primer Research, Inc.",North America,United-States-USA,11700 W Charleston Blvd #170-259 89135 Las Vegas NV United States (USA)        ,info@v-primer.com,Phone: 1 805 980 4791,Fax: 1 805 980 3410
ase,North America,United-States-USA,15 West Montauk Highway NY 11946 Hampton Bays New York United States (USA)       ,mailbox@aseresearch.com,Phone: 1 631 594 3999,
Vital Findings,North America,United-States-USA,10557 Jefferson Blvd. Suite E 90232 Culver City California United States (USA)        ,info@vitalfindings.com,Phone: 310 279 5510,Fax: 310 279 5519
Cross-Tab Marketing Services Pvt. Ltd.,North America,United-States-USA,"2509 152nd Avenue NE, Building 16, Suite Mezzanine E 98052 Redmond Washington United States (USA)       ",stephan.mayer@cross-tab.com,Phone: 1 866 614 7954,
ACSOR Surveys,Asia Pacific,Afghanistan,"House 217, Street #2, Qalaye Fatullah Fatullah Kabul Afghanistan        ",matthew.warshaw@acsor-surveys.com,Phone: +93-75-202.3432,Fax: +93-75-202.3432
Afghan Management and Marketing Consultants (AMMC),Asia Pacific,Afghanistan,"Near Shura Street, Karte 3 Kabul Afghanistan        ",alokozay@ammc.com.af,Phone: +93796591654,Fax: +93-210-7580-8120
McNair Ingenuity Research Pty Ltd,Asia Pacific,Australia,270 Pacific Highway Crows Nest 2065 Sydney NSW Australia        ,solutions@mcnairingenuity.com,Phone: +61-2-9966.9133,Fax: +61-2-9966.9277
Susan Bell Research,Asia Pacific,Australia,PO Box 173 Frenchs Forest 2086 Sydney NSW Australia       ,suebell@sbresearch.com.au,Phone: +61294511234,
"ekas marketing research services, Interviewing Australia",Asia Pacific,Australia,116 Alexander St Crows Nest 2065 Sydney NSW Australia        ,ross@ekas.com.au,Phone: +61-2-9976.7400,Fax: +61-2-9976.2374
TEG Rewards,Asia Pacific,Australia,"Level 14, 175 Liverpool St 2000 Sydney NSW Australia       ",info@TEGrewards.com,Phone: +61 2 9266 4022,
KBX Research,Asia Pacific,Australia,Suite 2 38 Hipwood Street 2060 North Sydney NSW Australia       ,enquiries@KBXResearch.com.au,Phone: ++ 61 29929 0122,
AMR,Asia Pacific,Australia,72 Christie St Ultimo 2065 St Leonards NSW Australia        ,gary.wilkinson@amrinteractive.com,Phone: +61-2-9020.6700,Fax: +61-2-9020.6789
Market Attitude Research Services Pty. Ltd.,Asia Pacific,Australia,"Unit 1,  237-239 Burraneer Bay Road 2229 Caringbah, Sydney NSW Australia        ",research.mars@ozemail.com.au,Phone: +61-2-9525.3200,Fax: +61-2-9525.3656
Market Research Asia Directory &amp; Health Care Panel Asia,Asia Pacific,Australia,"Suite 5, 140 Jonson St 2481 Byron Bay NSW Australia        ",info@marketresearchasia.com.au,Phone: +61-2-66807651,Fax: +61-2-66807682
i-Link Research Solutions,Asia Pacific,Australia,267-277 Castlereagh Street 2000 Sydney NSW Australia        ,john@i-linkresearch.com,Phone: +61 2 9262 7171,Fax: +61-292627178
Quantum Market Research,Asia Pacific,Australia,Level 3 650 Chapel Street 3141 South Yarra VIC Australia        ,research@qmr.com.au,Phone: +61-3-9289.9599,Fax: +61-3-9289.9595
GfK in Australia,Asia Pacific,Australia,"L7, 107 Mount Street 2060 North Sydney NSW Australia        ",au@gfk.com,Phone: +61 2 9900 2888,Fax: +61-2-9460.6293
The Minter Group,Asia Pacific,Australia,"Suite 26D, Waratah Court 12-14 Waratah Street 2103 Mona Vale via Sydney NSW Australia        ",gminter@minter.com.au,Phone: +61-2-9979.5277,Fax: +61-2-9979.6658
Market Focus International,Asia Pacific,Australia,Level 4 270 Pacific Highway 2065 Crows Nest NSW Australia        ,enquiries@marketfocus.com.au,Phone: +61-2-9966.9107,Fax: +61-2-8915.1580
